,Artist,Album,Track,Minutes
1941,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Música De Trabalho,4.33718333333
1942,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Longe Do Meu Lado,4.43601666667
1943,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,A Via Láctea,4.66806666667
1944,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Música Ambiente,4.1269
1945,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Aloha,5.43258333333
1946,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Soul Parsifal,4.91755
1947,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Dezesseis,5.39863333333
1948,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Mil Pedaços,3.38895
1949,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Leila,5.38426666667
1950,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,1º De Julho,4.8383
1951,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Esperando Por Mim,4.36113333333
1952,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,Quando Você Voltar,2.89828333333
1953,Legião Urbana,A TempestadeTempestade Ou O Livro Dos Dias,O Livro Dos Dias,4.28755
1954,Legião Urbana,Mais Do Mesmo,Será,2.47335
1955,Legião Urbana,Mais Do Mesmo,Ainda É Cedo,3.9471
1956,Legião Urbana,Mais Do Mesmo,Geração Coca-Cola,2.35755
1957,Legião Urbana,Mais Do Mesmo,Eduardo E Mônica,4.52048333333
1958,Legião Urbana,Mais Do Mesmo,Tempo Perdido,5.03596666667
1959,Legião Urbana,Mais Do Mesmo,Indios,4.3028
1960,Legião Urbana,Mais Do Mesmo,Que País É Este,2.9601
1961,Legião Urbana,Mais Do Mesmo,Faroeste Caboclo,9.05011666667
1962,Legião Urbana,Mais Do Mesmo,Há Tempos,3.28576666667
1963,Legião Urbana,Mais Do Mesmo,Pais E Filhos,5.14001666667
1964,Legião Urbana,Mais Do Mesmo,Meninos E Meninas,3.39635
1965,Legião Urbana,Mais Do Mesmo,Vento No Litoral,6.10741666667
1966,Legião Urbana,Mais Do Mesmo,Perfeição,4.6093
1967,Legião Urbana,Mais Do Mesmo,Giz,3.37021666667
1968,Legião Urbana,Mais Do Mesmo,Dezesseis,5.36206666667
1969,Legião Urbana,Mais Do Mesmo,Antes Das Seis,3.15385
1970,Lenny Kravitz,Greatest Hits,Are You Gonna Go My Way,3.52651666667
1971,Lenny Kravitz,Greatest Hits,Fly Away,3.69936666667
1972,Lenny Kravitz,Greatest Hits,Rock And Roll Is Dead,3.40331666667
1973,Lenny Kravitz,Greatest Hits,Again,3.81648333333
1974,Lenny Kravitz,Greatest Hits,It Ain't Over 'Til It's Over,4.04505
1975,Lenny Kravitz,Greatest Hits,Can't Get You Off My Mind,4.56358333333
1976,Lenny Kravitz,Greatest Hits,Mr. Cab Driver,3.83868333333
1977,Lenny Kravitz,Greatest Hits,American Woman,4.36288333333
1978,Lenny Kravitz,Greatest Hits,Stand By My Woman,4.32805
1979,Lenny Kravitz,Greatest Hits,Always On The Run,3.87525
1980,Lenny Kravitz,Greatest Hits,Heaven Help,3.17256666667
1981,Lenny Kravitz,Greatest Hits,I Belong To You,4.28538333333
1982,Lenny Kravitz,Greatest Hits,Believe,4.91885
1983,Lenny Kravitz,Greatest Hits,Let Love Rule,5.7108
1984,Lenny Kravitz,Greatest Hits,Black Velveteen,4.84831666667
1985,Lenny Kravitz,Greatest Hits,Johnny B. Goode,4.05333333333
1986,Lenny Kravitz,Greatest Hits,Don't Look Back,3.685
1987,Lenny Kravitz,Greatest Hits,Jah Seh No,4.61451666667
1988,Lenny Kravitz,Greatest Hits,I'm The Toughest,3.83651666667
1989,Lenny Kravitz,Greatest Hits,Nothing But Love,3.69283333333
1990,Lenny Kravitz,Greatest Hits,Buk-In-Hamm Palace,4.42775
1991,Lenny Kravitz,Greatest Hits,Bush Doctor,3.99585
1992,Lenny Kravitz,Greatest Hits,Wanted Dread And Alive,4.3385
1993,Lenny Kravitz,Greatest Hits,Mystic Man,5.89451666667
1994,Lenny Kravitz,Greatest Hits,Coming In Hot,3.5509
1995,Lenny Kravitz,Greatest Hits,Pick Myself Up,3.9114
1996,Lenny Kravitz,Greatest Hits,Crystal Ball,5.16221666667
1997,Lenny Kravitz,Greatest Hits,Equal Rights Downpresser Man,6.11221666667
1998,Lenny Kravitz,Greatest Hits,Holding Back The Years,4.50088333333
1999,Lenny Kravitz,Greatest Hits,Money's Too Tight To Mention,4.47346666667
2000,Lenny Kravitz,Greatest Hits,The Right Thing,4.37811666667
2001,Lenny Kravitz,Greatest Hits,It's Only Love,3.87656666667
2002,Lenny Kravitz,Greatest Hits,A New Flame,3.96103333333
2003,Lenny Kravitz,Greatest Hits,You've Got It,3.92053333333
2004,Lenny Kravitz,Greatest Hits,If You Don't Know Me By Now,3.44206666667
2005,Lenny Kravitz,Greatest Hits,Stars,4.13561666667
2006,Lenny Kravitz,Greatest Hits,Something Got Me Started,3.99325
2007,Lenny Kravitz,Greatest Hits,Thrill Me,5.06556666667
2008,Lenny Kravitz,Greatest Hits,Your Mirror,4.0111
2009,Lenny Kravitz,Greatest Hits,For Your Babies,4.2832
2010,Lenny Kravitz,Greatest Hits,So Beautiful,4.96805
2011,Lenny Kravitz,Greatest Hits,Angel,4.00935
2012,Lenny Kravitz,Greatest Hits,Fairground,4.39813333333
2013,Lenny Kravitz,Greatest Hits,Still Of The Night,6.63683333333
2014,Lenny Kravitz,Greatest Hits,Here I Go Again,3.8979
2015,Lenny Kravitz,Greatest Hits,Is This Love,4.73206666667
2016,Lenny Kravitz,Greatest Hits,Love Ain't No Stranger,4.32325
2017,Lenny Kravitz,Greatest Hits,Looking For Love,6.53235
2018,Lenny Kravitz,Greatest Hits,Now You're Gone,4.18568333333
2019,Lenny Kravitz,Greatest Hits,Slide It In,3.37458333333
2020,Lenny Kravitz,Greatest Hits,Slow An' Easy,6.12091666667
2021,Lenny Kravitz,Greatest Hits,Judgement Day,5.28456666667
2022,Lenny Kravitz,Greatest Hits,You're Gonna Break My Hart Again,4.18088333333
2023,Lenny Kravitz,Greatest Hits,The Deeper The Love,4.37985
2024,Lenny Kravitz,Greatest Hits,Crying In The Rain,5.61675
2025,Lenny Kravitz,Greatest Hits,Fool For Your Loving,4.18001666667
2026,Lenny Kravitz,Greatest Hits,Sweet Lady Luck,4.56228333333
2027,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Assim Caminha A Humanidade,3.51258333333
2028,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Um Pro Outro,3.9397
2029,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Casa,5.12651666667
2030,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Condição,4.39248333333
2031,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Satisfação,3.46775
2032,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Brumário,3.60401666667
2033,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Sábado À Noite,3.2309
2034,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,A Cura,4.682
2035,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Atrás Do Trio Elétrico,2.48466666667
2036,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Tudo Bem,3.26835
2037,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Toda Forma De Amor,3.79688333333
2038,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Sereia,4.63411666667
2039,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Se Você Pensa,3.2666
2040,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 01,Lá Vem O Sol (Here Comes The Sun),3.1582
2041,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Honolulu,4.35721666667
2042,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Dancin´Days,3.95666666667
2043,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aviso Aos Navegantes,4.0468
2044,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Hyperconectividade,3.0106
2045,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,O Descobridor Dos Sete Mares,3.76423333333
2046,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Um Certo Alguém,3.23438333333
2047,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Fullgás,5.76783333333
2048,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Aquilo,4.10121666667
2049,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Senta A Pua,3.62578333333
2050,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Ro-Que-Se-Da-Ne,2.44505
2051,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Tudo Igual,4.60058333333
2052,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Fogo De Palha,4.1134
2053,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,Assaltaram A Gramática,4.35068333333
2054,Lulu Santos,Lulu Santos - RCA 100 Anos De Música - Álbum 02,O Último Romântico (Ao Vivo),3.86655
2055,Marillion,Misplaced Childhood,Pseudo Silk Kimono,2.24565
2056,Marillion,Misplaced Childhood,Kayleigh,3.91008333333
2057,Marillion,Misplaced Childhood,Lavender,2.55695
2058,Marillion,Misplaced Childhood,Bitter Suite: Brief Encounter / Lost Weekend / Blue Angel,5.94155
2059,Marillion,Misplaced Childhood,Heart Of Lothian: Wide Boy / Curtain Call,6.10088333333
2060,Marillion,Misplaced Childhood,Waterhole (Expresso Bongo),2.21821666667
2061,Marillion,Misplaced Childhood,Lords Of The Backstage,1.88125
2062,Marillion,Misplaced Childhood,Blind Curve: Vocal Under A Bloodlight / Passing Strangers / Mylo / Perimeter Walk / Threshold,9.49506666667
2063,Marillion,Misplaced Childhood,Childhoods End?,4.5466
2064,Marillion,Misplaced Childhood,White Feather,2.39325
2065,Marisa Monte,Barulhinho Bom,Arrepio,2.2709
2066,Marisa Monte,Barulhinho Bom,Magamalabares,3.59791666667
2067,Marisa Monte,Barulhinho Bom,Chuva No Brejo,2.42676666667
2068,Marisa Monte,Barulhinho Bom,Cérebro Eletrônico,2.88
2069,Marisa Monte,Barulhinho Bom,Tempos Modernos,3.0511
2070,Marisa Monte,Barulhinho Bom,Maraçá,3.83346666667
2071,Marisa Monte,Barulhinho Bom,Blanco,0.753183333333
2072,Marisa Monte,Barulhinho Bom,Panis Et Circenses,3.20565
2073,Marisa Monte,Barulhinho Bom,De Noite Na Cama,3.48341666667
2074,Marisa Monte,Barulhinho Bom,Beija Eu,3.28793333333
2075,Marisa Monte,Barulhinho Bom,Give Me Love,4.16346666667
2076,Marisa Monte,Barulhinho Bom,Ainda Lembro,3.64668333333
2077,Marisa Monte,Barulhinho Bom,A Menina Dança,2.15683333333
2078,Marisa Monte,Barulhinho Bom,Dança Da Solidão,3.392
2079,Marisa Monte,Barulhinho Bom,Ao Meu Redor,4.59318333333
2080,Marisa Monte,Barulhinho Bom,Bem Leve,2.65316666667
2081,Marisa Monte,Barulhinho Bom,Segue O Seco,2.97011666667
2082,Marisa Monte,Barulhinho Bom,O Xote Das Meninas,4.86443333333
2083,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Wherever I Lay My Hat,2.2831
2084,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Get My Hands On Some Lovin',2.48423333333
2085,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),No Good Without You,2.69016666667
2086,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You've Been A Long Time Coming,2.28701666667
2087,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),When I Had Your Love,2.5404
2088,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You're What's Happening (In The World Today),2.36711666667
2089,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Loving You Is Sweeter Than Ever,2.77158333333
2090,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),It's A Bitter Pill To Swallow,3.24701666667
2091,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Seek And You Shall Find,3.72418333333
2092,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Gonna Keep On Tryin' Till I Win Your Love,2.94006666667
2093,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Gonna Give Her All The Love I've Got,3.51476666667
2094,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),I Wish It Would Rain,2.87476666667
2095,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),"Abraham, Martin And John",4.55095
2096,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Save The Children,3.24701666667
2097,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),You Sure Love To Ball,3.64233333333
2098,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Ego Tripping Out,5.2419
2099,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Praise,3.93055
2100,Marvin Gaye,Seek And Shall Find: More Of The Best (1963-1981),Heavy Love Affair,3.7982
2101,Men At Work,The Best Of Men At Work,Down Under,3.70285
2102,Men At Work,The Best Of Men At Work,Overkill,3.75683333333
2103,Men At Work,The Best Of Men At Work,Be Good Johnny,3.60533333333
2104,Men At Work,The Best Of Men At Work,Everything I Need,3.60793333333
2105,Men At Work,The Best Of Men At Work,Down by the Sea,6.80271666667
2106,Men At Work,The Best Of Men At Work,Who Can It Be Now?,3.37326666667
2107,Men At Work,The Best Of Men At Work,It's a Mistake,4.55618333333
2108,Men At Work,The Best Of Men At Work,Dr. Heckyll & Mr. Jive,4.64108333333
2109,Men At Work,The Best Of Men At Work,Shakes and Ladders,3.30013333333
2110,Men At Work,The Best Of Men At Work,No Sign of Yesterday,6.0334
2111,Motörhead,Ace Of Spades,Ace Of Spades,2.8321
2112,Motörhead,Ace Of Spades,Love Me Like A Reptile,3.39243333333
2113,Motörhead,Ace Of Spades,Shoot You In The Back,2.6671
2114,Motörhead,Ace Of Spades,Live To Win,3.6271
2115,Motörhead,Ace Of Spades,Fast And Loose,3.38895
2116,Motörhead,Ace Of Spades,(We Are) The Road Crew,3.21
2117,Motörhead,Ace Of Spades,Fire Fire,2.74458333333
2118,Motörhead,Ace Of Spades,Jailbait,3.56526666667
2119,Motörhead,Ace Of Spades,Dance,2.64053333333
2120,Motörhead,Ace Of Spades,Bite The Bullet,1.63525
2121,Motörhead,Ace Of Spades,The Chase Is Better Than The Catch,4.30671666667
2122,Motörhead,Ace Of Spades,The Hammer,2.80118333333
2123,Motörhead,Ace Of Spades,Dirty Love,2.94095
2124,Motörhead,Ace Of Spades,Please Don't Touch,2.8321
2125,Motörhead,Ace Of Spades,Emergency,3.00711666667
2126,Motörhead & Girlschool,,,
2127,Mônica Marianno,Demorou...,Kir Royal,3.91313333333
2128,Mônica Marianno,Demorou...,O Que Vai Em Meu Coração,4.25621666667
2129,Mônica Marianno,Demorou...,Aos Leões,3.9114
2130,Mônica Marianno,Demorou...,Dois Índios,3.65451666667
2131,Mônica Marianno,Demorou...,Noite Negra,3.44685
2132,Mônica Marianno,Demorou...,Beijo do Olhar,4.21136666667
2133,Mônica Marianno,Demorou...,É Fogo,3.24788333333
2134,Mônica Marianno,Demorou...,Já Foi,4.09468333333
2135,Mônica Marianno,Demorou...,Só Se For Pelo Cabelo,3.97146666667
2136,Mônica Marianno,Demorou...,No Clima,4.15825
2137,Mônica Marianno,Demorou...,A Moça e a Chuva,4.57708333333
2138,Mônica Marianno,Demorou...,Demorou!,0.652183333333
2139,Mötley Crüe,Motley Crue Greatest Hits,Bitter Pill,4.4469
2140,Mötley Crüe,Motley Crue Greatest Hits,Enslaved,4.4974
2141,Mötley Crüe,Motley Crue Greatest Hits,"Girls, Girls, Girls",4.5048
2142,Mötley Crüe,Motley Crue Greatest Hits,Kickstart My Heart,4.72598333333
2143,Mötley Crüe,Motley Crue Greatest Hits,Wild Side,4.61278333333
2144,Mötley Crüe,Motley Crue Greatest Hits,Glitter,5.66856666667
2145,Mötley Crüe,Motley Crue Greatest Hits,Dr. Feelgood,4.7103
2146,Mötley Crüe,Motley Crue Greatest Hits,Same Ol' Situation,4.24185
2147,Mötley Crüe,Motley Crue Greatest Hits,Home Sweet Home,3.9484
2148,Mötley Crüe,Motley Crue Greatest Hits,Afraid,4.13343333333
2149,Mötley Crüe,Motley Crue Greatest Hits,Don't Go Away Mad (Just Go Away),4.66633333333
2150,Mötley Crüe,Motley Crue Greatest Hits,Without You,4.4826
2151,Mötley Crüe,Motley Crue Greatest Hits,Smokin' in The Boys Room,3.44728333333
2152,Mötley Crüe,Motley Crue Greatest Hits,Primal Scream,4.76995
2153,Mötley Crüe,Motley Crue Greatest Hits,Too Fast For Love,3.34715
2154,Mötley Crüe,Motley Crue Greatest Hits,Looks That Kill,4.01631666667
2155,Mötley Crüe,Motley Crue Greatest Hits,Shout At The Devil,3.69936666667
2156,Nirvana,From The Muddy Banks Of The Wishkah [Live],Intro,0.8703
2157,Nirvana,From The Muddy Banks Of The Wishkah [Live],School,2.67058333333
2158,Nirvana,From The Muddy Banks Of The Wishkah [Live],Drain You,3.5866
2159,Nirvana,From The Muddy Banks Of The Wishkah [Live],Aneurysm,4.52526666667
2160,Nirvana,From The Muddy Banks Of The Wishkah [Live],Smells Like Teen Spirit,4.7865
2161,Nirvana,From The Muddy Banks Of The Wishkah [Live],Been A Son,2.12591666667
2162,Nirvana,From The Muddy Banks Of The Wishkah [Live],Lithium,4.16695
2163,Nirvana,From The Muddy Banks Of The Wishkah [Live],Sliver,1.93696666667
2164,Nirvana,From The Muddy Banks Of The Wishkah [Live],Spank Thru,3.17256666667
2165,Nirvana,From The Muddy Banks Of The Wishkah [Live],Scentless Apprentice,3.52
2166,Nirvana,From The Muddy Banks Of The Wishkah [Live],Heart-Shaped Box,4.69811666667
2167,Nirvana,From The Muddy Banks Of The Wishkah [Live],Milk It,3.76206666667
2168,Nirvana,From The Muddy Banks Of The Wishkah [Live],Negative Creep,2.72935
2169,Nirvana,From The Muddy Banks Of The Wishkah [Live],Polly,2.49991666667
2170,Nirvana,From The Muddy Banks Of The Wishkah [Live],Breed,3.47296666667
2171,Nirvana,From The Muddy Banks Of The Wishkah [Live],Tourette's,1.92651666667
2172,Nirvana,From The Muddy Banks Of The Wishkah [Live],Blew,3.60576666667
2173,Nirvana,Nevermind,Smells Like Teen Spirit,5.0216
2174,Nirvana,Nevermind,In Bloom,4.2488
2175,Nirvana,Nevermind,Come As You Are,3.65365
2176,Nirvana,Nevermind,Breed,3.06546666667
2177,Nirvana,Nevermind,Lithium,4.2832
2178,Nirvana,Nevermind,Polly,2.95051666667
2179,Nirvana,Nevermind,Territorial Pissings,2.38801666667
2180,Nirvana,Nevermind,Drain You,3.73288333333
2181,Nirvana,Nevermind,Lounge Act,2.6131
2182,Nirvana,Nevermind,Stay Away,3.54393333333
2183,Nirvana,Nevermind,On A Plain,3.274
2184,Nirvana,Nevermind,Something In The Way,3.8426
2185,O Terço,Compositores,Time,1.6148
2186,O Terço,Compositores,P.S.Apareça,3.48646666667
2187,O Terço,Compositores,Sangue Latino,3.71721666667
2188,O Terço,Compositores,Folhas Secas,2.68755
2189,O Terço,Compositores,Poeira,4.45125
2190,O Terço,Compositores,Mágica,3.89571666667
2191,O Terço,Compositores,Quem Mata A Mulher Mata O Melhor,4.37985
2192,O Terço,Compositores,Mundaréu,3.62535
2193,O Terço,Compositores,O Braço Da Minha Guitarra,4.30585
2194,O Terço,Compositores,Deus,4.736
2195,O Terço,Compositores,Mãe Terra,5.11041666667
2196,O Terço,Compositores,Às Vezes,5.50486666667
2197,O Terço,Compositores,Menino De Rua,5.49658333333
2198,O Terço,Compositores,Prazer E Fé,3.58051666667
2199,O Terço,Compositores,Elza,3.31841666667
2200,Olodum,Olodum,Requebra,4.0124
2201,Olodum,Olodum,Nossa Gente (Avisa Là),3.13686666667
2202,Olodum,Olodum,Olodum - Alegria Geral,3.89006666667
2203,Olodum,Olodum,Madagáscar Olodum,4.2044
2204,Olodum,Olodum,Faraó Divindade Do Egito,3.80951666667
2205,Olodum,Olodum,Todo Amor (Asas Da Liberdade),4.08555
2206,Olodum,Olodum,Denúncia,2.65925
2207,Olodum,Olodum,"Olodum, A Banda Do Pelô",2.44331666667
2208,Olodum,Olodum,Cartao Postal,3.52608333333
2209,Olodum,Olodum,Jeito Faceiro,3.62143333333
2210,Olodum,Olodum,Revolta Olodum,3.83651666667
2211,Olodum,Olodum,Reggae Odoyá,3.74116666667
2212,Olodum,Olodum,Protesto Do Olodum (Ao Vivo),3.43335
2213,Olodum,Olodum,Olodum - Smile (Instrumental),3.93055
2214,Os Paralamas Do Sucesso,Acústico MTV,Vulcão Dub - Fui Eu,4.78431666667
2215,Os Paralamas Do Sucesso,Acústico MTV,O Trem Da Juventude,3.76466666667
2216,Os Paralamas Do Sucesso,Acústico MTV,Manguetown,2.71541666667
2217,Os Paralamas Do Sucesso,Acústico MTV,"Um Amor, Um Lugar",3.07591666667
2218,Os Paralamas Do Sucesso,Acústico MTV,Bora-Bora,3.04978333333
2219,Os Paralamas Do Sucesso,Acústico MTV,Vai Valer,3.44206666667
2220,Os Paralamas Do Sucesso,Acústico MTV,I Feel Good (I Got You) - Sossego,4.08293333333
2221,Os Paralamas Do Sucesso,Acústico MTV,Uns Dias,4.01326666667
2222,Os Paralamas Do Sucesso,Acústico MTV,Sincero Breu,3.46688333333
2223,Os Paralamas Do Sucesso,Acústico MTV,Meu Erro,3.14295
2224,Os Paralamas Do Sucesso,Acústico MTV,Selvagem,2.47596666667
2225,Os Paralamas Do Sucesso,Acústico MTV,Brasília 5:31,2.97228333333
2226,Os Paralamas Do Sucesso,Acústico MTV,Tendo A Lua,3.31536666667
2227,Os Paralamas Do Sucesso,Acústico MTV,Que País É Este,3.61141666667
2228,Os Paralamas Do Sucesso,Acústico MTV,Navegar Impreciso,4.38116666667
2229,Os Paralamas Do Sucesso,Acústico MTV,Feira Moderna,3.04195
2230,Os Paralamas Do Sucesso,Acústico MTV,Tequila - Lourinha Bombril (Parate Y Mira),4.2623
2231,Os Paralamas Do Sucesso,Acústico MTV,Vamo Batê Lata,3.81256666667
2232,Os Paralamas Do Sucesso,Acústico MTV,Life During Wartime,4.31976666667
2233,Os Paralamas Do Sucesso,Acústico MTV,Nebulosa Do Amor,3.39025
2234,Os Paralamas Do Sucesso,Acústico MTV,Caleidoscópio,4.27536666667
2235,Os Paralamas Do Sucesso,Arquivo II,Trac Trac,3.86088333333
2236,Os Paralamas Do Sucesso,Arquivo II,Tendo A Lua,3.65975
2237,Os Paralamas Do Sucesso,Arquivo II,Mensagen De Amor (2000),3.0598
2238,Os Paralamas Do Sucesso,Arquivo II,Lourinha Bombril,2.66491666667
2239,Os Paralamas Do Sucesso,Arquivo II,La Bella Luna,3.21088333333
2240,Os Paralamas Do Sucesso,Arquivo II,Busca Vida,2.94051666667
2241,Os Paralamas Do Sucesso,Arquivo II,Uma Brasileira,3.62621666667
2242,Os Paralamas Do Sucesso,Arquivo II,Luis Inacio (300 Picaretas),3.30318333333
2243,Os Paralamas Do Sucesso,Arquivo II,Saber Amar,3.3798
2244,Os Paralamas Do Sucesso,Arquivo II,Ela Disse Adeus,3.77163333333
2245,Os Paralamas Do Sucesso,Arquivo II,O Amor Nao Sabe Esperar,4.01806666667
2246,Os Paralamas Do Sucesso,Arquivo II,Aonde Quer Que Eu Va,4.30148333333
2247,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Caleidoscópio,3.52216666667
2248,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Óculos,3.65451666667
2249,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Cinema Mudo,3.79863333333
2250,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Alagados,5.03988333333
2251,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Lanterna Dos Afogados,3.16995
2252,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Melô Do Marinheiro,3.47253333333
2253,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Vital E Sua Moto,3.50345
2254,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,O Beco,3.15296666667
2255,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Meu Erro,3.47385
2256,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Perplexo,2.68625
2257,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Me Liga,3.8265
2258,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Quase Um Segundo,4.59406666667
2259,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Selvagem,4.09816666667
2260,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Romance Ideal,4.16783333333
2261,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,Será Que Vai Chover?,5.61761666667
2262,Os Paralamas Do Sucesso,Arquivo Os Paralamas Do Sucesso,SKA,2.48118333333
2263,Ozzy Osbourne,Bark at the Moon (Remastered),Bark at the Moon,4.28753333333
2264,Ozzy Osbourne,Blizzard of Ozz,I Don't Know,5.21633333333
2265,Ozzy Osbourne,Blizzard of Ozz,Crazy Train,4.93266666667
2266,Ozzy Osbourne,Diary of a Madman (Remastered),Flying High Again,4.84751666667
2267,Ozzy Osbourne,No More Tears (Remastered),"Mama, I'm Coming Home",4.1931
2268,Ozzy Osbourne,No More Tears (Remastered),No More Tears,7.40596666667
2269,Ozzy Osbourne,Tribute,I Don't Know,4.71813333333
2270,Ozzy Osbourne,Tribute,Crazy Train,5.3786
2271,Ozzy Osbourne,Tribute,Believer,5.14828333333
2272,Ozzy Osbourne,Tribute,Mr. Crowley,5.73735
2273,Ozzy Osbourne,Tribute,Flying High Again,4.35373333333
2274,Ozzy Osbourne,Tribute,Relvelation (Mother Earth),5.824
2275,Ozzy Osbourne,Tribute,Steal Away (The Night),8.09533333333
2276,Ozzy Osbourne,Tribute,Suicide Solution (With Guitar Solo),7.78448333333
2277,Ozzy Osbourne,Tribute,Iron Man,2.86866666667
2278,Ozzy Osbourne,Tribute,Children Of The Grave,5.95111666667
2279,Ozzy Osbourne,Tribute,Paranoid,2.9392
2280,Ozzy Osbourne,Tribute,Goodbye To Romance,5.57321666667
2281,Ozzy Osbourne,Tribute,No Bone Movies,4.15346666667
2282,Ozzy Osbourne,Tribute,Dee,4.35503333333
2283,Ozzy Osbourne,Speak of the Devil,Sympton of the Universe,5.6815
2284,Ozzy Osbourne,Speak of the Devil,Snowblind,4.93266666667
2285,Ozzy Osbourne,Speak of the Devil,Black Sabbath,6.06966666667
2286,Ozzy Osbourne,Speak of the Devil,Fairies Wear Boots,6.54606666667
2287,Ozzy Osbourne,Speak of the Devil,War Pigs,8.59058333333
2288,Ozzy Osbourne,Speak of the Devil,The Wizard,4.7113
2289,Ozzy Osbourne,Speak of the Devil,N.I.B.,5.58746666667
2290,Ozzy Osbourne,Speak of the Devil,Sweet Leaf,5.91176666667
2291,Ozzy Osbourne,Speak of the Devil,Never Say Die,4.30571666667
